60
30 30 30
0 10 3 9
1 4 9 10
2 9 10 6
3 6 5 10
4 2 1 7
5 9 9 6
6 3 1 9
7 9 1 2
8 4 7 3
9 2 2 2
10 7 10 4
11 1 10 8
12 5 9 8
13 10 1 9
14 7 7 6
15 7 9 10
16 7 2 9
17 9 10 9
18 2 2 2
19 8 8 5
20 1 2 4
21 1 3 5
22 8 1 2
23 3 8 3
24 8 4 6
25 8 3 8
26 1 2 7
27 3 1 9
28 1 4 2
29 8 5 10
30 7 5 9
31 10 5 4
32 1 3 4
33 4 7 6
34 8 7 3
35 3 5 3
36 9 7 6
37 3 6 3
38 4 2 5
39 9 8 7
40 4 6 5
41 1 4 10
42 7 6 6
43 7 7 5
44 5 5 4
45 10 5 7
46 1 5 5
47 7 10 9
48 8 10 8
49 7 8 2
50 8 6 9
51 1 8 7
52 10 4 2
53 4 4 2
54 5 6 3
55 3 1 3
56 10 4 8
57 5 2 4
58 2 5 8
59 3 4 10
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
