40
100 100 100
0 34 19 85
1 18 25 23
2 59 75 94
3 31 5 82
4 6 78 3
5 70 69 86
6 60 77 12
7 16 80 91
8 62 5 8
9 67 7 30
10 14 70 79
11 57 10 10
12 24 83 25
13 27 11 23
14 86 31 70
15 31 74 7
16 66 41 52
17 38 33 94
18 67 58 12
19 24 15 50
20 2 27 97
21 17 98 23
22 13 86 47
23 84 66 12
24 30 46 76
25 48 56 81
26 43 23 27
27 31 76 39
28 90 24 73
29 22 41 36
30 94 23 26
31 68 54 81
32 96 50 27
33 2 26 59
34 93 84 7
35 1 30 65
36 60 88 21
37 40 64 23
38 80 11 51
39 39 66 25
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
