40
100 100 100
0 4 11 28
1 10 11 22
2 22 33 34
3 8 16 10
4 25 3 27
5 12 16 2
6 23 22 4
7 20 33 13
8 7 19 10
9 35 28 30
10 18 32 27
11 5 14 22
12 10 30 2
13 35 24 23
14 16 27 16
15 27 22 24
16 3 19 12
17 26 28 28
18 25 18 5
19 21 5 34
20 4 3 1
21 2 15 14
22 23 3 26
23 28 19 17
24 4 16 23
25 10 5 19
26 5 13 4
27 5 5 21
28 6 1 7
29 17 12 4
30 12 12 8
31 4 9 8
32 32 19 25
33 17 20 2
34 7 30 8
35 34 3 30
36 32 35 25
37 31 20 29
38 11 33 6
39 21 22 29
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
