60
100 100 100
0 12 25 15
1 13 15 23
2 35 15 3
3 13 14 7
4 28 24 21
5 29 11 34
6 32 7 4
7 35 12 14
8 32 27 24
9 19 24 28
10 17 23 5
11 2 34 4
12 31 34 16
13 28 30 28
14 12 18 13
15 20 28 9
16 4 10 34
17 8 1 21
18 11 26 2
19 33 16 15
20 28 2 32
21 18 19 23
22 29 19 20
23 25 27 14
24 1 7 17
25 20 9 11
26 11 2 34
27 32 8 31
28 19 5 8
29 2 20 34
30 35 23 5
31 32 34 8
32 5 6 7
33 30 23 34
34 5 14 3
35 5 24 16
36 1 19 35
37 19 19 13
38 14 6 25
39 26 34 6
40 14 8 25
41 34 22 23
42 28 26 21
43 16 14 4
44 30 32 8
45 16 28 9
46 35 27 10
47 7 25 17
48 24 7 15
49 27 18 8
50 34 3 34
51 32 26 25
52 14 8 2
53 28 21 17
54 20 27 13
55 33 31 14
56 22 19 22
57 31 11 11
58 3 5 11
59 10 9 28
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
