80
30 30 30
0 6 5 9
1 4 9 5
2 8 5 4
3 4 5 1
4 8 1 2
5 6 2 4
6 3 2 6
7 6 10 7
8 8 7 4
9 3 3 5
10 9 9 10
11 10 7 1
12 3 2 1
13 7 9 5
14 6 6 10
15 4 1 3
16 6 5 3
17 5 9 8
18 2 2 5
19 1 4 6
20 9 5 7
21 4 3 7
22 4 7 2
23 5 7 5
24 6 9 2
25 9 2 10
26 5 2 10
27 2 6 6
28 1 6 1
29 7 9 5
30 5 5 4
31 6 8 9
32 4 10 6
33 8 8 2
34 9 3 4
35 9 7 4
36 10 10 1
37 7 6 9
38 5 4 4
39 9 3 7
40 8 2 10
41 9 2 4
42 8 2 2
43 2 10 8
44 9 2 5
45 2 8 4
46 5 6 9
47 7 4 1
48 1 4 6
49 4 10 7
50 2 8 5
51 7 8 8
52 1 8 10
53 1 8 5
54 6 7 2
55 4 5 7
56 6 10 10
57 10 9 7
58 10 3 7
59 7 5 7
60 10 7 5
61 4 3 5
62 4 8 8
63 8 6 6
64 8 7 10
65 10 10 5
66 6 2 10
67 10 2 9
68 1 1 4
69 1 6 7
70 6 5 10
71 7 6 10
72 5 2 6
73 2 8 7
74 1 1 9
75 1 2 9
76 5 7 3
77 8 4 9
78 7 2 2
79 6 3 9
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
