60
30 30 30
0 8 8 3
1 10 8 5
2 10 9 9
3 1 1 7
4 4 1 4
5 7 7 3
6 6 8 8
7 1 4 5
8 3 3 1
9 1 8 6
10 3 10 4
11 2 6 10
12 3 4 7
13 6 5 9
14 2 4 8
15 1 2 1
16 3 2 3
17 4 6 2
18 1 9 5
19 8 2 1
20 2 3 8
21 3 3 7
22 7 10 10
23 3 5 3
24 7 1 8
25 4 5 1
26 7 7 2
27 6 10 4
28 2 6 3
29 10 8 9
30 5 10 8
31 2 4 7
32 3 9 1
33 10 7 7
34 5 8 5
35 8 7 7
36 1 6 4
37 8 8 8
38 7 5 2
39 6 2 10
40 1 1 1
41 1 5 4
42 7 1 8
43 8 6 5
44 2 5 7
45 3 2 6
46 2 4 1
47 2 2 6
48 2 1 2
49 5 4 2
50 4 4 3
51 1 3 3
52 9 6 8
53 5 6 1
54 2 9 3
55 10 1 9
56 10 10 8
57 9 6 9
58 4 10 2
59 6 7 9
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
