80
100 100 100
0 38 100 32
1 91 99 87
2 72 40 42
3 64 10 36
4 74 87 64
5 34 8 93
6 13 30 99
7 98 50 67
8 3 78 6
9 20 15 5
10 90 15 47
11 88 57 13
12 50 55 7
13 26 90 47
14 29 14 27
15 21 60 22
16 48 42 37
17 73 66 2
18 94 88 63
19 83 29 49
20 21 47 44
21 72 3 58
22 88 89 62
23 17 21 73
24 52 98 6
25 55 87 12
26 45 54 55
27 3 57 94
28 69 87 38
29 98 8 62
30 46 30 5
31 16 74 15
32 4 75 96
33 18 75 7
34 94 1 52
35 86 25 80
36 26 7 76
37 55 100 89
38 36 32 76
39 94 12 26
40 60 24 44
41 48 74 10
42 27 23 10
43 62 46 95
44 65 52 14
45 8 46 72
46 66 38 83
47 13 31 70
48 41 41 89
49 27 71 13
50 25 93 76
51 97 30 47
52 28 52 1
53 45 38 3
54 44 12 31
55 13 30 74
56 25 99 94
57 100 87 78
58 40 62 48
59 95 57 95
60 49 5 27
61 33 99 18
62 19 65 87
63 94 4 69
64 34 19 75
65 63 65 2
66 17 84 96
67 21 55 69
68 26 56 58
69 92 92 16
70 90 95 49
71 93 45 92
72 32 39 6
73 81 76 22
74 14 95 36
75 17 40 38
76 89 25 3
77 96 85 39
78 29 32 26
79 92 49 2
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
