60
100 100 100
0 26 3 31
1 13 22 21
2 7 27 21
3 4 6 32
4 32 14 3
5 32 12 21
6 21 2 17
7 4 29 35
8 19 6 8
9 10 25 15
10 6 21 24
11 22 23 6
12 9 4 7
13 7 6 23
14 6 33 8
15 3 34 5
16 1 4 34
17 22 1 6
18 34 30 11
19 21 19 26
20 31 26 32
21 18 7 12
22 24 30 33
23 1 35 22
24 4 16 7
25 33 27 14
26 2 25 3
27 32 18 34
28 30 26 35
29 12 1 17
30 19 1 31
31 9 32 11
32 30 30 31
33 28 27 22
34 5 24 18
35 29 6 28
36 30 24 33
37 27 6 34
38 31 9 14
39 18 14 27
40 10 25 31
41 22 26 4
42 16 10 25
43 7 34 10
44 7 14 9
45 18 23 31
46 29 32 30
47 22 14 2
48 5 22 3
49 34 13 35
50 30 21 8
51 7 28 2
52 23 3 1
53 30 28 29
54 33 31 18
55 32 30 17
56 5 8 27
57 10 33 32
58 30 26 10
59 16 8 23
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
