40
100 100 100
0 55 82 41
1 64 11 47
2 73 10 62
3 46 79 90
4 57 22 82
5 17 58 53
6 95 57 88
7 50 51 8
8 79 1 48
9 90 83 94
10 33 8 98
11 16 28 73
12 8 16 76
13 61 84 19
14 93 34 33
15 66 81 58
16 54 84 47
17 7 83 93
18 96 53 8
19 93 71 14
20 24 54 40
21 47 27 41
22 84 89 100
23 34 65 68
24 71 61 94
25 4 69 66
26 57 67 39
27 10 64 69
28 37 27 41
29 79 37 22
30 47 42 51
31 29 92 98
32 21 78 34
33 99 58 57
34 49 71 27
35 50 58 77
36 88 20 7
37 37 45 99
38 9 51 57
39 7 54 78
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
