80
100 100 100
0 16 18 51
1 58 57 4
2 19 99 33
3 76 72 32
4 56 2 15
5 86 39 76
6 40 9 58
7 4 2 62
8 58 57 94
9 63 11 75
10 74 18 98
11 44 61 62
12 72 39 31
13 31 46 84
14 5 35 39
15 4 37 74
16 29 51 82
17 84 46 30
18 81 22 80
19 7 29 86
20 7 81 6
21 54 64 21
22 43 74 91
23 18 42 85
24 16 70 54
25 31 94 34
26 67 13 40
27 15 26 15
28 85 66 95
29 22 38 62
30 7 51 19
31 44 58 82
32 19 62 30
33 17 47 54
34 35 80 32
35 61 46 95
36 24 23 3
37 44 66 86
38 16 39 81
39 60 41 69
40 33 15 75
41 93 75 4
42 18 6 12
43 24 18 11
44 63 52 85
45 33 52 87
46 17 10 72
47 11 91 13
48 22 10 88
49 72 22 7
50 84 39 86
51 39 53 31
52 48 68 89
53 26 7 77
54 51 64 63
55 1 74 11
56 23 56 3
57 47 14 100
58 77 21 97
59 28 39 73
60 100 88 33
61 67 14 65
62 39 7 57
63 14 64 91
64 55 46 32
65 77 16 83
66 16 14 14
67 69 71 61
68 47 47 12
69 88 71 16
70 18 45 81
71 83 52 68
72 55 87 21
73 40 79 17
74 53 32 58
75 50 43 77
76 73 46 8
77 96 60 15
78 87 45 45
79 68 66 70
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
