40
100 100 100
0 35 53 33
1 97 93 98
2 76 9 29
3 51 61 74
4 77 85 85
5 20 91 28
6 60 91 7
7 62 22 40
8 87 44 42
9 29 67 12
10 79 20 25
11 75 56 62
12 23 12 1
13 48 77 10
14 3 15 40
15 87 26 94
16 21 21 67
17 40 92 69
18 1 28 75
19 8 80 15
20 91 36 98
21 38 12 45
22 52 55 83
23 70 64 74
24 96 51 95
25 40 97 91
26 7 98 44
27 93 33 18
28 14 72 14
29 9 81 86
30 53 31 95
31 24 99 58
32 41 54 38
33 54 23 88
34 45 92 27
35 50 46 94
36 44 58 26
37 49 14 52
38 42 86 51
39 24 33 91
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
