60
30 30 30
0 6 7 7
1 1 4 10
2 7 9 8
3 9 6 5
4 7 5 3
5 4 9 6
6 5 1 7
7 6 9 7
8 3 1 5
9 2 6 2
10 5 8 1
11 6 8 2
12 1 6 5
13 9 1 5
14 10 5 6
15 7 10 1
16 4 3 9
17 8 3 2
18 10 5 9
19 5 4 10
20 7 7 6
21 2 9 10
22 3 7 1
23 6 9 1
24 3 7 3
25 3 7 3
26 4 10 9
27 6 9 1
28 10 6 4
29 5 9 5
30 2 6 7
31 2 7 10
32 1 2 6
33 5 9 8
34 3 6 3
35 8 9 5
36 5 10 2
37 6 3 6
38 7 3 6
39 8 3 2
40 7 2 8
41 4 3 6
42 5 7 4
43 10 8 9
44 2 7 10
45 8 3 4
46 5 9 8
47 6 7 8
48 2 1 7
49 9 2 6
50 10 6 9
51 5 6 1
52 7 3 10
53 3 2 1
54 8 3 9
55 3 8 1
56 2 9 5
57 9 1 8
58 4 3 2
59 3 5 2
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
