80
100 100 100
0 22 39 65
1 69 39 52
2 11 78 38
3 35 27 37
4 25 73 63
5 76 53 15
6 42 46 22
7 19 86 86
8 87 55 29
9 3 62 2
10 78 94 96
11 73 92 37
12 39 43 17
13 14 80 35
14 12 26 16
15 52 36 33
16 85 41 59
17 19 59 44
18 93 38 58
19 52 1 29
20 81 40 61
21 82 48 82
22 27 15 26
23 27 49 6
24 23 46 5
25 5 17 84
26 26 24 20
27 28 61 95
28 83 83 82
29 58 81 61
30 71 55 86
31 10 79 39
32 21 33 100
33 13 10 47
34 66 76 22
35 46 25 69
36 34 43 20
37 80 51 29
38 96 33 40
39 30 59 97
40 61 10 72
41 96 41 12
42 86 2 93
43 97 76 85
44 29 81 80
45 69 15 36
46 51 25 62
47 37 71 80
48 39 60 73
49 30 89 85
50 6 80 14
51 48 87 57
52 43 68 42
53 1 96 57
54 76 67 99
55 86 24 89
56 10 27 39
57 1 51 17
58 58 10 98
59 1 50 63
60 41 53 100
61 33 27 70
62 67 6 97
63 24 68 25
64 30 51 54
65 71 1 5
66 89 3 41
67 57 31 49
68 96 48 47
69 90 29 40
70 9 16 59
71 10 16 80
72 8 71 59
73 31 29 97
74 37 45 73
75 61 86 36
76 35 1 97
77 7 96 60
78 21 61 77
79 54 62 43
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
