60
100 100 100
0 27 7 33
1 24 5 5
2 9 13 14
3 4 35 11
4 12 12 32
5 10 9 15
6 8 18 35
7 24 34 7
8 23 27 18
9 4 13 28
10 27 29 28
11 26 2 24
12 2 13 12
13 8 28 32
14 23 17 35
15 14 6 5
16 22 27 11
17 20 3 30
18 31 1 21
19 1 11 29
20 6 10 12
21 21 3 6
22 23 21 9
23 27 27 10
24 11 4 15
25 16 2 7
26 2 6 7
27 9 10 26
28 3 5 12
29 25 2 21
30 4 29 3
31 35 32 3
32 11 33 21
33 11 14 19
34 34 6 26
35 4 32 25
36 21 11 25
37 16 14 22
38 8 20 5
39 30 7 28
40 33 26 2
41 15 31 3
42 19 18 29
43 10 16 28
44 13 6 27
45 12 13 10
46 20 28 32
47 23 30 6
48 9 10 16
49 28 29 28
50 6 32 27
51 3 31 27
52 18 33 20
53 15 30 15
54 35 31 28
55 20 13 25
56 18 17 9
57 15 18 2
58 3 34 2
59 10 23 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
