80
100 100 100
0 54 81 72
1 97 18 11
2 34 70 19
3 48 33 11
4 41 22 55
5 43 5 19
6 56 11 28
7 39 25 9
8 25 56 16
9 2 96 100
10 94 100 82
11 65 73 61
12 18 73 37
13 78 19 20
14 1 11 32
15 23 70 39
16 63 71 55
17 34 44 95
18 29 81 51
19 54 77 81
20 77 12 58
21 30 75 38
22 65 74 13
23 80 51 79
24 35 42 10
25 90 15 69
26 20 4 68
27 88 44 58
28 70 8 26
29 67 1 82
30 54 46 28
31 80 95 38
32 91 80 40
33 61 3 2
34 68 34 84
35 63 98 21
36 6 54 46
37 1 59 53
38 69 43 72
39 51 66 84
40 73 48 38
41 33 59 86
42 12 97 6
43 38 98 34
44 29 50 60
45 61 97 56
46 19 43 20
47 52 35 52
48 94 4 40
49 17 28 80
50 16 84 40
51 65 38 15
52 14 9 44
53 75 10 39
54 62 88 2
55 83 58 20
56 79 28 24
57 54 45 5
58 57 78 7
59 9 50 67
60 65 45 23
61 59 84 33
62 98 29 85
63 3 51 34
64 28 93 75
65 20 24 85
66 96 62 63
67 82 61 38
68 18 6 10
69 93 26 89
70 86 4 92
71 97 70 67
72 73 8 23
73 21 58 12
74 82 51 41
75 38 99 71
76 9 48 33
77 23 52 85
78 7 83 73
79 34 56 8
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
