60
30 30 30
0 3 1 3
1 9 7 9
2 8 10 9
3 6 1 3
4 3 3 5
5 6 4 6
6 4 6 1
7 10 8 4
8 5 4 7
9 8 6 10
10 1 10 4
11 2 10 2
12 10 4 4
13 4 7 9
14 6 7 9
15 5 10 8
16 1 3 9
17 10 6 6
18 2 4 3
19 5 8 1
20 6 1 6
21 9 10 2
22 6 9 1
23 4 2 3
24 2 2 2
25 2 7 3
26 7 4 4
27 2 2 5
28 4 5 8
29 2 4 1
30 8 10 3
31 8 7 3
32 9 5 3
33 5 5 5
34 2 6 2
35 4 1 6
36 1 3 7
37 5 5 4
38 7 8 9
39 5 8 1
40 10 2 8
41 4 10 10
42 8 6 3
43 10 8 1
44 7 7 8
45 7 8 6
46 4 4 6
47 4 8 1
48 6 5 10
49 9 2 9
50 10 3 8
51 9 3 5
52 7 8 5
53 4 2 5
54 6 3 10
55 7 5 10
56 6 10 2
57 5 2 5
58 2 7 1
59 6 3 8
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
