80
30 30 30
0 4 3 4
1 7 5 4
2 8 7 2
3 7 7 8
4 7 10 9
5 2 4 10
6 2 5 9
7 4 8 2
8 6 2 8
9 1 8 2
10 6 10 9
11 8 7 8
12 6 4 7
13 10 10 8
14 7 2 9
15 6 2 7
16 8 9 3
17 3 5 8
18 8 3 4
19 8 1 9
20 3 10 1
21 5 7 8
22 3 3 5
23 8 2 6
24 9 9 4
25 2 3 5
26 8 1 1
27 6 1 1
28 6 6 10
29 9 7 5
30 7 6 7
31 10 10 4
32 3 2 9
33 1 1 7
34 9 1 1
35 4 5 2
36 6 3 2
37 5 8 9
38 3 2 2
39 2 7 10
40 10 5 7
41 1 3 7
42 10 4 4
43 10 1 9
44 3 7 10
45 7 9 10
46 6 4 6
47 1 1 7
48 2 7 3
49 10 9 3
50 4 3 4
51 8 3 3
52 3 3 5
53 2 2 7
54 6 6 7
55 2 7 9
56 4 6 10
57 7 3 1
58 8 3 4
59 8 9 9
60 4 7 8
61 9 4 3
62 9 4 8
63 9 5 4
64 5 6 4
65 9 5 6
66 4 7 1
67 9 5 9
68 7 4 4
69 8 5 10
70 2 2 5
71 2 3 8
72 1 4 9
73 8 3 2
74 7 5 2
75 6 10 8
76 6 7 9
77 5 8 6
78 5 5 7
79 5 4 8
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
