40
100 100 100
0 8 2 3
1 20 33 26
2 22 7 14
3 29 24 11
4 28 16 12
5 35 25 2
6 8 5 34
7 23 25 1
8 6 21 16
9 7 23 21
10 33 31 19
11 3 22 30
12 24 35 33
13 2 6 12
14 15 5 11
15 22 25 23
16 32 26 18
17 11 29 22
18 12 26 20
19 19 14 4
20 32 27 24
21 5 29 11
22 4 1 10
23 16 27 4
24 8 16 2
25 16 16 31
26 33 23 10
27 5 20 19
28 13 28 1
29 29 18 2
30 29 33 10
31 3 2 12
32 9 26 24
33 10 12 12
34 24 35 1
35 1 26 10
36 14 12 2
37 29 15 30
38 26 20 33
39 12 35 14
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
