80
30 30 30
0 9 5 6
1 5 4 3
2 3 10 6
3 10 3 1
4 1 6 1
5 5 1 2
6 5 5 2
7 9 5 6
8 9 2 4
9 4 2 2
10 6 9 9
11 5 4 5
12 1 1 2
13 8 1 3
14 8 4 5
15 4 7 9
16 7 6 6
17 10 7 10
18 9 8 7
19 7 9 1
20 5 1 2
21 7 1 1
22 8 1 4
23 10 7 4
24 7 3 6
25 6 8 1
26 6 9 5
27 2 5 8
28 10 3 4
29 1 2 10
30 3 2 7
31 1 9 5
32 10 5 3
33 6 8 5
34 6 5 5
35 3 6 4
36 5 10 7
37 1 8 1
38 4 6 1
39 4 9 5
40 4 2 8
41 10 2 5
42 2 1 10
43 7 9 7
44 10 5 9
45 4 1 3
46 6 9 10
47 4 6 5
48 9 7 1
49 5 10 6
50 10 2 6
51 7 5 6
52 4 10 8
53 1 1 2
54 4 3 10
55 10 6 8
56 5 10 5
57 8 4 6
58 10 9 10
59 1 6 10
60 10 3 5
61 1 5 1
62 3 2 2
63 3 9 9
64 8 6 6
65 5 9 10
66 6 2 6
67 10 3 9
68 6 10 2
69 8 1 3
70 7 10 7
71 6 3 6
72 5 8 7
73 2 6 8
74 2 9 2
75 7 1 7
76 5 9 5
77 10 2 10
78 7 8 1
79 3 2 5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
