40
100 100 100
0 92 23 10
1 6 26 20
2 43 64 58
3 41 90 91
4 22 51 97
5 44 44 56
6 79 53 53
7 30 34 53
8 44 69 72
9 82 92 50
10 90 33 14
11 11 12 59
12 90 4 66
13 61 5 94
14 51 92 90
15 93 39 13
16 30 51 24
17 70 21 98
18 39 76 60
19 53 27 79
20 63 22 81
21 36 11 10
22 73 24 65
23 70 48 14
24 94 84 10
25 53 60 42
26 24 62 4
27 11 58 95
28 85 54 56
29 48 84 71
30 21 53 63
31 42 18 12
32 29 65 2
33 94 71 69
34 96 77 75
35 21 76 94
36 55 8 29
37 96 25 60
38 29 69 97
39 30 24 16
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
