80
100 100 100
0 29 16 7
1 28 5 27
2 29 4 23
3 9 1 7
4 32 18 19
5 9 20 15
6 22 13 27
7 16 30 28
8 14 10 3
9 28 26 29
10 12 34 30
11 24 14 30
12 29 30 7
13 12 5 17
14 31 12 2
15 17 25 23
16 26 6 16
17 10 14 16
18 35 28 14
19 24 16 19
20 6 14 12
21 31 11 19
22 32 29 9
23 4 11 23
24 15 32 25
25 22 6 24
26 31 5 3
27 19 17 21
28 2 25 27
29 9 25 22
30 8 11 24
31 6 20 16
32 30 20 20
33 9 32 13
34 15 4 13
35 30 18 22
36 9 1 33
37 8 17 5
38 9 21 16
39 10 25 34
40 15 28 7
41 8 30 15
42 21 2 14
43 16 8 14
44 8 33 19
45 35 16 31
46 26 3 3
47 21 30 25
48 24 14 5
49 28 31 17
50 7 7 22
51 15 20 32
52 6 13 1
53 34 28 23
54 27 8 15
55 29 2 3
56 21 31 7
57 8 26 17
58 19 29 9
59 26 33 8
60 27 6 32
61 20 3 8
62 7 15 26
63 3 25 21
64 28 17 18
65 21 15 19
66 22 34 30
67 34 24 33
68 19 23 11
69 16 25 12
70 14 27 20
71 22 32 8
72 30 14 32
73 4 33 19
74 29 34 1
75 25 1 15
76 4 28 10
77 25 1 28
78 15 31 12
79 8 19 35
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
