80
100 100 100
0 35 59 47
1 6 37 100
2 68 58 57
3 67 66 46
4 50 49 40
5 100 48 69
6 7 47 42
7 70 97 89
8 79 97 73
9 70 77 13
10 76 55 85
11 5 78 61
12 98 34 12
13 38 40 17
14 50 60 26
15 28 4 24
16 98 39 73
17 47 15 36
18 15 48 71
19 23 39 96
20 8 43 42
21 42 15 30
22 80 44 94
23 94 1 60
24 66 95 68
25 30 26 60
26 85 42 30
27 81 3 74
28 10 42 80
29 19 72 19
30 79 63 63
31 73 83 71
32 4 80 41
33 55 25 9
34 49 49 89
35 43 29 51
36 60 35 3
37 75 16 38
38 84 43 20
39 96 83 80
40 34 48 68
41 51 6 37
42 74 55 50
43 40 95 43
44 29 37 38
45 97 12 19
46 97 79 44
47 89 9 71
48 72 81 51
49 67 33 22
50 76 22 84
51 38 26 36
52 54 54 44
53 88 16 14
54 61 87 94
55 13 11 62
56 90 42 56
57 47 43 56
58 16 85 25
59 4 45 7
60 54 53 36
61 48 78 59
62 89 77 74
63 93 41 33
64 61 55 65
65 45 13 13
66 50 49 32
67 51 58 3
68 95 65 43
69 36 4 11
70 93 54 93
71 22 36 67
72 26 50 79
73 89 52 40
74 57 47 69
75 18 10 11
76 88 46 95
77 93 10 98
78 85 1 91
79 28 2 12
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
