40
100 100 100
0 56 62 74
1 79 78 100
2 91 66 14
3 82 80 16
4 19 75 3
5 80 13 56
6 14 97 13
7 49 94 51
8 28 23 95
9 98 64 43
10 88 39 37
11 5 24 4
12 19 34 55
13 63 26 98
14 31 81 2
15 26 59 19
16 97 56 85
17 98 1 64
18 64 36 36
19 86 12 42
20 55 35 42
21 95 52 48
22 89 20 15
23 39 44 29
24 6 71 39
25 55 73 83
26 10 80 67
27 29 30 99
28 60 26 16
29 7 44 82
30 2 57 23
31 58 27 2
32 52 98 22
33 1 35 78
34 75 94 42
35 27 6 15
36 40 99 48
37 47 83 44
38 31 24 83
39 40 57 61
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
