80
100 100 100
0 5 4 31
1 23 1 20
2 12 17 9
3 23 35 10
4 30 34 28
5 12 32 24
6 28 34 30
7 8 12 16
8 26 24 24
9 8 11 33
10 12 22 32
11 24 2 12
12 25 5 8
13 13 29 5
14 8 22 4
15 19 22 6
16 4 10 28
17 29 32 3
18 11 6 10
19 4 1 27
20 18 13 35
21 29 26 3
22 11 33 22
23 20 28 13
24 4 21 21
25 35 31 25
26 25 2 9
27 2 12 35
28 20 4 3
29 11 15 24
30 9 4 18
31 28 29 4
32 14 22 19
33 25 4 28
34 32 12 8
35 21 14 11
36 24 2 27
37 22 7 12
38 19 4 35
39 1 25 31
40 3 3 2
41 11 18 27
42 16 19 18
43 18 6 18
44 13 24 31
45 1 27 16
46 15 20 32
47 31 4 12
48 7 28 34
49 24 4 10
50 14 5 11
51 31 3 15
52 7 12 15
53 7 11 9
54 25 28 9
55 4 34 15
56 11 28 6
57 30 20 33
58 28 30 16
59 27 35 12
60 16 25 11
61 20 9 32
62 34 10 8
63 30 14 18
64 8 16 10
65 21 15 22
66 35 13 32
67 34 20 16
68 21 12 3
69 8 21 29
70 32 3 17
71 25 14 10
72 4 18 23
73 8 35 21
74 24 28 15
75 5 23 24
76 21 8 27
77 11 23 1
78 18 13 33
79 23 22 2
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
