40
100 100 100
0 63 18 72
1 37 29 58
2 42 66 37
3 93 79 88
4 14 63 91
5 75 29 40
6 50 85 79
7 59 68 78
8 15 4 70
9 84 13 54
10 95 51 89
11 48 52 6
12 68 27 98
13 22 13 3
14 76 25 83
15 23 79 7
16 20 85 43
17 87 2 76
18 33 25 14
19 24 46 19
20 58 92 80
21 44 42 15
22 54 6 93
23 30 90 55
24 55 89 91
25 24 6 12
26 81 92 34
27 75 23 43
28 83 13 35
29 1 17 37
30 3 58 96
31 30 69 71
32 87 85 94
33 2 69 51
34 92 13 26
35 87 89 88
36 93 96 31
37 18 8 13
38 77 68 9
39 41 73 2
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
