60
100 100 100
0 21 9 16
1 17 26 4
2 10 8 4
3 22 16 34
4 23 19 5
5 3 16 26
6 23 14 29
7 5 11 25
8 15 15 31
9 10 25 5
10 9 33 27
11 34 11 17
12 10 19 1
13 16 14 1
14 16 5 11
15 5 11 26
16 9 35 33
17 35 31 28
18 14 22 17
19 34 20 34
20 18 2 10
21 12 35 7
22 7 23 31
23 33 2 25
24 12 7 27
25 22 23 1
26 6 30 34
27 8 20 24
28 9 20 21
29 32 33 6
30 32 34 17
31 33 16 32
32 11 14 2
33 29 27 8
34 5 34 13
35 6 14 13
36 31 9 1
37 34 30 14
38 11 12 9
39 33 18 1
40 26 2 8
41 3 8 32
42 35 12 21
43 9 11 23
44 34 13 32
45 1 7 27
46 1 6 25
47 7 31 5
48 5 31 2
49 10 21 4
50 22 26 19
51 28 1 26
52 25 29 34
53 15 31 18
54 4 4 13
55 14 9 26
56 20 27 22
57 10 11 25
58 28 18 28
59 16 28 11
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
