80
100 100 100
0 9 10 6
1 17 22 32
2 9 2 10
3 31 30 31
4 14 17 4
5 7 7 29
6 13 11 31
7 27 21 35
8 10 28 13
9 3 32 9
10 32 25 16
11 12 10 22
12 20 33 7
13 22 31 12
14 9 22 6
15 6 1 28
16 12 33 20
17 31 29 24
18 29 23 1
19 21 14 15
20 18 2 17
21 1 2 19
22 22 6 21
23 10 11 13
24 16 24 5
25 7 11 21
26 27 23 2
27 13 10 4
28 35 35 16
29 10 6 21
30 32 5 2
31 10 5 29
32 9 33 27
33 8 32 33
34 8 8 24
35 31 29 32
36 34 14 31
37 28 14 34
38 33 11 16
39 25 6 29
40 11 6 24
41 7 33 28
42 34 8 21
43 13 34 9
44 15 33 2
45 16 11 21
46 2 12 31
47 14 16 8
48 4 16 5
49 1 9 20
50 8 2 31
51 25 27 34
52 13 31 14
53 20 21 29
54 19 20 12
55 18 30 16
56 10 34 33
57 34 14 20
58 24 9 10
59 19 1 9
60 33 13 19
61 2 24 3
62 22 2 27
63 15 35 23
64 26 16 31
65 7 35 12
66 27 22 6
67 20 12 4
68 2 22 25
69 17 34 27
70 26 35 26
71 25 7 16
72 13 32 21
73 11 17 20
74 30 13 29
75 27 12 3
76 17 7 24
77 35 21 32
78 5 30 1
79 5 5 8
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
