40
100 100 100
0 51 70 44
1 82 100 66
2 82 47 49
3 74 90 57
4 14 45 40
5 53 93 57
6 92 65 72
7 60 62 77
8 35 68 94
9 14 13 26
10 74 34 65
11 19 84 60
12 40 78 75
13 35 84 30
14 33 91 56
15 48 98 58
16 55 28 34
17 16 62 70
18 37 20 76
19 14 42 11
20 50 31 70
21 30 98 1
22 33 14 84
23 75 74 18
24 96 66 4
25 81 36 52
26 67 9 29
27 70 24 87
28 72 46 63
29 89 60 54
30 67 33 5
31 19 35 56
32 46 25 25
33 38 72 11
34 86 99 29
35 26 74 42
36 14 44 84
37 74 14 39
38 59 30 37
39 85 81 13
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
