80
100 100 100
0 59 8 43
1 46 10 65
2 3 98 50
3 94 28 23
4 34 65 29
5 74 18 95
6 40 92 70
7 2 21 64
8 67 40 45
9 88 44 10
10 18 82 20
11 33 62 63
12 27 60 56
13 40 95 83
14 72 68 68
15 96 96 92
16 78 80 61
17 67 95 81
18 6 22 27
19 47 99 77
20 78 13 48
21 14 69 35
22 42 54 39
23 32 22 8
24 39 87 3
25 21 48 25
26 34 61 98
27 49 56 79
28 85 47 41
29 10 47 24
30 83 71 100
31 48 53 8
32 93 74 74
33 20 57 94
34 97 86 83
35 87 96 20
36 65 41 38
37 83 48 90
38 92 83 2
39 78 16 17
40 48 99 55
41 61 6 75
42 66 58 89
43 17 11 31
44 44 77 29
45 95 99 58
46 61 60 26
47 4 14 34
48 55 25 83
49 92 84 2
50 84 4 21
51 75 55 68
52 88 22 13
53 66 86 53
54 90 98 22
55 95 8 89
56 48 43 84
57 27 47 39
58 42 17 51
59 30 13 44
60 14 83 88
61 79 61 44
62 27 91 87
63 47 6 46
64 46 45 73
65 58 34 93
66 41 63 53
67 5 90 90
68 78 13 7
69 3 28 4
70 38 29 87
71 64 42 64
72 24 50 60
73 33 48 85
74 90 20 94
75 26 82 60
76 71 51 75
77 37 90 87
78 7 39 34
79 23 1 60
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
