80
100 100 100
0 11 19 11
1 33 20 6
2 20 23 23
3 24 21 33
4 6 28 15
5 12 13 6
6 3 34 9
7 32 35 4
8 32 11 28
9 14 5 17
10 20 31 2
11 26 24 5
12 29 15 32
13 15 6 2
14 11 32 28
15 15 18 22
16 20 2 31
17 20 35 24
18 1 6 13
19 20 19 12
20 27 14 34
21 16 25 16
22 10 7 34
23 9 32 3
24 17 25 26
25 13 20 22
26 35 24 14
27 10 31 20
28 32 17 14
29 31 26 17
30 32 9 32
31 27 3 18
32 2 5 21
33 9 1 31
34 7 32 1
35 25 28 11
36 7 8 34
37 35 27 17
38 29 13 15
39 9 11 4
40 24 30 31
41 20 31 26
42 32 22 30
43 19 17 5
44 18 10 3
45 8 16 18
46 21 27 4
47 23 13 13
48 10 5 21
49 2 16 32
50 15 25 2
51 17 10 31
52 9 32 25
53 4 24 14
54 5 32 5
55 18 3 1
56 26 10 20
57 24 30 13
58 4 22 9
59 14 2 17
60 23 1 10
61 24 25 23
62 5 30 19
63 21 2 31
64 4 10 17
65 12 25 7
66 22 20 8
67 34 22 26
68 25 26 12
69 28 29 21
70 7 6 9
71 20 21 7
72 31 6 29
73 4 21 20
74 1 30 34
75 32 28 8
76 14 18 31
77 6 24 23
78 9 35 6
79 5 31 13
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
