60
30 30 30
0 5 10 6
1 7 1 8
2 7 6 9
3 2 2 4
4 5 8 3
5 10 10 6
6 7 6 3
7 1 2 4
8 6 3 9
9 10 9 1
10 9 1 3
11 8 6 7
12 9 3 2
13 7 9 6
14 9 10 3
15 10 1 9
16 5 5 9
17 3 5 4
18 5 2 6
19 3 2 5
20 2 9 9
21 8 7 5
22 3 10 9
23 5 1 5
24 5 5 8
25 6 4 10
26 5 7 6
27 1 9 9
28 8 2 1
29 1 3 1
30 4 3 9
31 7 5 7
32 3 5 6
33 4 5 9
34 9 2 10
35 3 9 6
36 8 6 8
37 4 9 9
38 1 4 4
39 3 1 6
40 9 5 6
41 5 4 3
42 3 10 6
43 10 3 1
44 1 6 1
45 5 1 2
46 5 5 2
47 9 5 6
48 9 2 4
49 4 2 2
50 6 9 9
51 5 4 5
52 1 1 2
53 8 1 3
54 8 4 5
55 4 7 9
56 7 6 6
57 10 7 10
58 9 8 7
59 7 9 1
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
