40
100 100 100
0 22 4 26
1 34 15 5
2 31 1 33
3 34 27 30
4 10 29 28
5 24 5 13
6 18 9 22
7 13 25 28
8 14 21 26
9 11 32 30
10 2 28 5
11 17 31 20
12 15 24 15
13 1 34 20
14 27 24 35
15 30 9 31
16 4 10 14
17 1 18 6
18 20 4 35
19 1 18 23
20 15 19 35
21 12 10 25
22 24 3 34
23 9 24 9
24 11 18 19
25 25 1 2
26 31 2 15
27 20 11 17
28 34 17 17
29 32 11 14
30 3 6 21
31 4 6 28
32 3 25 21
33 11 11 34
34 13 16 26
35 22 31 13
36 13 1 34
37 3 34 21
38 8 22 27
39 19 22 15
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
