40
100 100 100
0 15 28 7
1 8 30 15
2 21 2 14
3 16 8 14
4 8 33 19
5 35 16 31
6 26 3 3
7 21 30 25
8 24 14 5
9 28 31 17
10 7 7 22
11 15 20 32
12 6 13 1
13 34 28 23
14 27 8 15
15 29 2 3
16 21 31 7
17 8 26 17
18 19 29 9
19 26 33 8
20 27 6 32
21 20 3 8
22 7 15 26
23 3 25 21
24 28 17 18
25 21 15 19
26 22 34 30
27 34 24 33
28 19 23 11
29 16 25 12
30 14 27 20
31 22 32 8
32 30 14 32
33 4 33 19
34 29 34 1
35 25 1 15
36 4 28 10
37 25 1 28
38 15 31 12
39 8 19 35
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
