60
30 30 30
0 2 1 9
1 5 4 10
2 3 1 4
3 9 4 5
4 6 4 6
5 5 4 3
6 4 1 6
7 3 7 5
8 10 5 8
9 5 5 5
10 9 2 2
11 1 1 8
12 1 10 2
13 10 4 1
14 4 6 1
15 1 6 1
16 1 2 2
17 2 7 9
18 9 3 10
19 10 6 8
20 10 10 6
21 4 6 7
22 4 6 5
23 5 5 10
24 1 1 9
25 6 1 8
26 5 8 9
27 3 4 10
28 7 9 9
29 6 9 5
30 10 2 2
31 10 3 3
32 9 3 6
33 8 6 1
34 7 8 9
35 7 6 9
36 3 4 5
37 8 5 5
38 10 2 7
39 7 7 5
40 8 1 4
41 3 6 7
42 6 7 2
43 8 6 5
44 7 9 5
45 1 9 9
46 8 4 4
47 5 5 6
48 4 4 8
49 1 8 6
50 5 8 7
51 3 10 8
52 8 6 8
53 8 2 3
54 4 9 6
55 4 5 4
56 1 7 3
57 10 9 5
58 1 2 9
59 10 1 10
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
