60
30 30 30
0 5 4 7
1 3 10 1
2 4 2 9
3 8 8 2
4 10 7 1
5 9 4 6
6 7 1 3
7 7 3 9
8 8 5 7
9 9 6 6
10 7 4 1
11 2 4 6
12 5 3 3
13 4 8 2
14 9 10 3
15 3 8 5
16 2 5 9
17 8 2 4
18 6 3 4
19 9 9 2
20 6 5 5
21 8 9 10
22 4 8 5
23 1 10 10
24 1 4 10
25 1 2 7
26 7 10 6
27 7 7 7
28 4 3 7
29 3 9 9
30 1 9 1
31 8 10 1
32 7 4 3
33 4 5 5
34 2 8 3
35 8 3 2
36 4 9 2
37 4 4 5
38 2 4 9
39 7 1 4
40 10 8 4
41 7 1 6
42 4 8 8
43 8 8 7
44 6 7 7
45 2 9 2
46 1 6 4
47 5 1 8
48 2 1 8
49 8 8 6
50 9 10 6
51 3 1 10
52 10 8 9
53 8 3 4
54 6 10 10
55 2 8 2
56 9 3 5
57 2 5 1
58 6 1 3
59 6 8 10
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
