80
30 30 30
0 9 5 2
1 8 2 8
2 9 2 7
3 3 1 2
4 9 6 6
5 3 6 5
6 7 4 8
7 5 9 8
8 4 3 1
9 8 8 9
10 4 10 9
11 7 4 9
12 9 9 2
13 4 2 5
14 9 4 1
15 5 7 7
16 8 2 5
17 3 4 5
18 10 8 4
19 7 5 6
20 2 4 4
21 9 4 6
22 9 9 3
23 2 4 7
24 5 9 8
25 7 2 7
26 9 2 1
27 6 5 6
28 1 8 8
29 3 8 7
30 3 4 7
31 2 6 5
32 9 6 6
33 3 10 4
34 5 1 4
35 9 5 7
36 3 1 10
37 3 5 2
38 3 6 5
39 3 8 10
40 5 8 2
41 3 9 5
42 6 1 4
43 5 3 4
44 3 10 6
45 10 5 9
46 8 1 1
47 6 9 7
48 7 4 2
49 8 9 5
50 2 2 7
51 5 6 10
52 2 4 1
53 10 8 7
54 8 3 5
55 9 1 1
56 6 9 2
57 3 8 5
58 6 9 3
59 8 10 3
60 8 2 9
61 6 1 3
62 2 5 8
63 1 7 6
64 8 5 6
65 6 5 6
66 7 10 9
67 10 7 10
68 6 7 3
69 5 8 4
70 4 8 6
71 7 9 3
72 9 4 9
73 1 10 6
74 9 10 1
75 7 1 5
76 1 8 3
77 8 1 8
78 5 9 4
79 3 6 10
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
