40
100 100 100
0 7 4 23
1 33 18 21
2 10 8 30
3 4 29 4
4 33 30 1
5 32 23 27
6 1 14 4
7 6 4 18
8 13 28 9
9 7 13 16
10 9 6 14
11 30 15 17
12 23 18 28
13 25 10 4
14 30 33 26
15 23 29 24
16 7 18 3
17 28 22 17
18 25 5 4
19 29 4 24
20 21 23 29
21 20 29 28
22 4 10 26
23 13 32 4
24 16 1 3
25 12 9 28
26 26 19 2
27 23 15 26
28 19 22 34
29 11 8 2
30 5 23 23
31 11 4 6
32 35 24 9
33 22 22 5
34 29 35 30
35 19 18 4
36 27 6 33
37 34 32 22
38 8 30 20
39 26 28 24
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
