40
100 100 100
0 73 4 21
1 9 22 92
2 98 35 60
3 23 31 65
4 97 37 90
5 3 20 76
6 1 17 72
7 19 87 14
8 12 87 4
9 28 60 11
10 61 73 52
11 80 1 73
12 69 81 95
13 43 88 52
14 12 10 36
15 40 25 73
16 57 77 62
17 26 31 72
18 80 51 80
19 45 79 29
20 36 91 6
21 48 71 52
22 100 46 17
23 70 12 96
24 92 61 49
25 59 86 58
26 81 53 19
27 72 25 14
28 6 18 61
29 13 78 78
30 52 91 3
31 83 100 34
32 51 44 34
33 41 18 99
34 63 48 58
35 56 76 8
36 16 52 36
37 91 15 36
38 86 91 34
39 91 28 3
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
