80
100 100 100
0 30 8 9
1 32 15 9
2 13 15 25
3 25 34 20
4 8 18 27
5 28 19 16
6 27 32 31
7 13 9 23
8 33 29 1
9 18 20 22
10 32 27 6
11 30 15 29
12 12 10 20
13 11 29 6
14 14 13 22
15 23 34 30
16 29 31 29
17 34 34 2
18 7 9 24
19 9 26 16
20 29 20 24
21 28 12 22
22 2 15 5
23 23 10 12
24 30 4 32
25 25 16 7
26 35 7 2
27 13 31 24
28 19 14 35
29 13 31 5
30 6 7 13
31 35 3 33
32 16 8 16
33 12 12 10
34 33 9 18
35 10 25 20
36 24 30 30
37 1 10 23
38 27 9 15
39 31 2 20
40 31 13 35
41 33 5 8
42 18 7 27
43 31 4 33
44 2 27 16
45 28 5 1
46 35 24 33
47 11 33 35
48 35 35 25
49 33 25 19
50 13 29 3
51 27 16 5
52 20 27 19
53 11 28 34
54 22 2 34
55 23 23 34
56 31 9 5
57 24 29 12
58 35 3 9
59 13 32 1
60 24 13 26
61 12 25 25
62 28 26 19
63 14 27 9
64 18 17 32
65 11 5 4
66 30 17 7
67 24 27 21
68 17 21 22
69 16 13 12
70 15 3 26
71 3 34 7
72 31 10 22
73 19 34 14
74 23 15 28
75 29 32 31
76 8 28 4
77 16 29 25
78 15 8 26
79 8 33 23
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
