80
100 100 100
0 83 43 51
1 45 37 26
2 23 98 54
3 93 29 6
4 7 52 9
5 42 7 15
6 41 42 13
7 82 45 54
8 90 11 36
9 36 13 17
10 57 82 88
11 46 35 47
12 5 4 15
13 75 8 28
14 75 34 46
15 37 67 84
16 70 59 58
17 93 63 97
18 88 75 67
19 63 88 5
20 47 7 15
21 61 7 5
22 72 10 31
23 96 68 40
24 66 24 54
25 54 72 8
26 51 90 49
27 17 50 75
28 94 24 39
29 2 12 100
30 25 18 69
31 4 84 43
32 98 46 22
33 57 77 46
34 59 43 41
35 24 52 33
36 50 99 66
37 3 75 4
38 31 59 9
39 35 83 47
40 39 20 78
41 92 18 45
42 11 10 91
43 62 88 68
44 100 48 87
45 38 4 26
46 55 85 100
47 39 52 46
48 88 64 8
49 48 99 57
50 93 11 57
51 63 44 57
52 34 97 73
53 1 2 14
54 38 21 93
55 95 55 76
56 48 99 50
57 75 31 54
58 96 85 99
59 8 52 95
60 100 28 46
61 2 43 7
62 22 19 20
63 21 84 88
64 73 59 53
65 46 83 92
66 52 20 56
67 95 22 90
68 59 94 15
69 75 6 26
70 69 92 61
71 55 22 51
72 41 79 63
73 20 56 74
74 13 85 17
75 66 1 63
76 42 82 49
77 98 16 91
78 67 78 2
79 22 12 45
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
