60
100 100 100
0 95 66 25
1 68 96 82
2 52 17 57
3 100 100 47
4 78 76 32
5 87 6 22
6 5 21 82
7 61 42 11
8 39 71 53
9 64 90 38
10 41 13 61
11 47 10 96
12 34 76 15
13 48 25 34
14 38 98 28
15 17 22 14
16 64 89 80
17 88 21 93
18 90 82 75
19 92 54 36
20 97 59 57
21 69 22 65
22 86 53 87
23 98 32 77
24 33 96 85
25 58 50 54
26 6 50 78
27 83 43 23
28 28 65 34
29 62 37 68
30 80 54 4
31 34 73 22
32 88 39 29
33 75 66 24
34 24 98 63
35 96 8 38
36 97 15 61
37 73 39 63
38 4 53 86
39 68 61 10
40 85 88 51
41 17 1 65
42 92 75 42
43 56 74 74
44 16 22 82
45 19 91 21
46 78 66 76
47 19 41 1
48 71 27 57
49 26 59 64
50 35 87 71
51 39 17 52
52 1 70 57
53 51 55 64
54 56 72 70
55 5 93 77
56 95 42 91
57 85 61 23
58 93 24 12
59 11 35 9
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
