40
100 100 100
0 26 2 8
1 3 8 32
2 35 12 21
3 9 11 23
4 34 13 32
5 1 7 27
6 1 6 25
7 7 31 5
8 5 31 2
9 10 21 4
10 22 26 19
11 28 1 26
12 25 29 34
13 15 31 18
14 4 4 13
15 14 9 26
16 20 27 22
17 10 11 25
18 28 18 28
19 16 28 11
20 13 32 2
21 17 25 18
22 35 17 6
23 25 4 34
24 32 22 17
25 21 30 21
26 29 19 7
27 25 9 5
28 2 6 22
29 5 28 28
30 18 32 1
31 29 35 12
32 18 16 12
33 15 7 35
34 22 17 21
35 20 27 3
36 6 18 13
37 32 6 13
38 30 32 12
39 32 10 1
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
