40
100 100 100
0 13 77 37
1 37 68 33
2 38 2 87
3 95 30 15
4 14 99 68
5 79 21 86
6 87 64 76
7 12 42 80
8 1 5 15
9 58 28 81
10 88 90 61
11 50 33 40
12 29 54 44
13 42 91 51
14 93 84 51
15 92 63 58
16 72 10 3
17 61 58 18
18 5 5 43
19 95 47 86
20 3 98 7
21 14 93 16
22 54 63 37
23 71 37 34
24 16 51 15
25 20 36 72
26 34 5 79
27 22 49 12
28 47 27 14
29 27 89 35
30 68 8 84
31 14 66 8
32 99 13 98
33 53 26 14
34 63 81 73
35 47 50 88
36 85 94 20
37 53 13 7
38 1 2 16
39 97 54 28
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
