80
100 100 100
0 74 77 25
1 25 9 18
2 86 98 69
3 10 96 44
4 99 20 54
5 98 91 58
6 48 89 89
7 8 3 56
8 13 57 75
9 53 40 55
10 40 71 61
11 69 3 95
12 39 54 6
13 32 69 33
14 53 10 8
15 65 41 4
16 44 55 66
17 56 22 26
18 9 55 47
19 29 73 25
20 62 53 91
21 13 26 69
22 23 49 24
23 35 82 20
24 71 8 88
25 3 72 88
26 67 78 44
27 45 57 36
28 100 84 96
29 52 34 41
30 16 94 42
31 87 56 33
32 3 79 87
33 64 90 65
34 50 77 21
35 8 73 59
36 70 66 47
37 56 18 14
38 80 3 89
39 88 15 76
40 94 72 1
41 39 44 29
42 2 69 24
43 53 71 42
44 70 96 27
45 67 33 4
46 10 20 5
47 59 76 82
48 33 41 53
49 8 96 86
50 67 21 48
51 3 65 88
52 67 9 24
53 83 81 31
54 51 49 44
55 8 71 66
56 56 63 26
57 26 8 44
58 59 100 68
59 84 59 29
60 54 40 48
61 56 33 1
62 44 49 77
63 94 100 29
64 27 12 80
65 35 14 12
66 4 11 46
67 38 57 57
68 24 23 15
69 75 68 84
70 36 50 52
71 25 70 48
72 60 3 51
73 67 78 7
74 69 47 32
75 54 84 4
76 67 69 59
77 75 2 53
78 84 60 12
79 40 85 96
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
