60
100 100 100
0 1 35 3
1 5 33 6
2 19 22 13
3 25 13 12
4 6 18 6
5 7 13 26
6 12 2 28
7 8 18 4
8 17 10 5
9 10 32 12
10 24 3 30
11 5 23 3
12 35 5 35
13 19 9 5
14 22 29 26
15 17 18 31
16 30 33 7
17 19 5 3
18 1 1 6
19 34 19 10
20 18 12 14
21 7 11 12
22 1 3 29
23 28 23 34
24 16 2 9
25 19 29 34
26 29 15 30
27 28 17 1
28 34 27 30
29 14 3 28
30 9 31 29
31 6 15 3
32 17 28 34
33 11 34 24
34 27 4 21
35 5 33 33
36 18 10 6
37 3 12 21
38 11 23 20
39 3 3 7
40 3 29 6
41 25 34 2
42 29 22 25
43 34 34 32
44 35 9 35
45 24 6 18
46 34 17 19
47 14 3 2
48 11 10 32
49 10 30 7
50 1 23 23
51 35 29 14
52 9 1 3
53 10 10 20
54 4 18 17
55 18 15 31
56 14 13 32
57 1 15 5
58 10 3 2
59 24 8 9
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
