40
100 100 100
0 28 27 9
1 33 22 8
2 4 32 19
3 6 30 34
4 33 10 18
5 26 10 4
6 23 22 33
7 13 18 4
8 35 21 7
9 14 4 32
10 11 24 14
11 7 15 31
12 11 30 25
13 35 4 26
14 15 32 11
15 31 11 12
16 4 5 21
17 32 10 31
18 6 11 1
19 31 10 20
20 20 7 31
21 16 2 27
22 32 29 5
23 11 30 7
24 29 22 33
25 19 5 3
26 18 32 15
27 5 7 6
28 21 23 22
29 21 8 3
30 19 35 35
31 33 18 1
32 25 23 15
33 33 2 2
34 11 5 29
35 6 13 33
36 3 29 18
37 31 13 20
38 26 2 19
39 21 29 11
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
