80
100 100 100
0 32 30 14
1 11 25 21
2 8 28 3
3 8 22 14
4 25 15 11
5 10 21 25
6 12 24 29
7 6 13 33
8 25 3 23
9 13 34 18
10 8 24 21
11 9 3 27
12 20 16 30
13 10 2 10
14 12 2 25
15 34 31 30
16 18 10 35
17 17 16 9
18 10 24 17
19 25 6 32
20 6 11 10
21 14 27 33
22 22 8 34
23 29 28 5
24 21 31 16
25 30 11 28
26 27 1 4
27 1 4 26
28 26 9 13
29 2 21 20
30 11 13 25
31 19 13 28
32 26 5 35
33 3 3 33
34 17 26 4
35 10 26 2
36 32 13 4
37 33 19 34
38 20 14 24
39 7 11 7
40 22 20 7
41 6 23 5
42 25 34 17
43 10 6 19
44 15 3 21
45 30 12 4
46 30 32 5
47 2 9 5
48 33 24 23
49 7 27 8
50 29 28 2
51 4 15 9
52 26 25 5
53 9 23 6
54 9 30 30
55 4 30 35
56 16 22 14
57 25 34 23
58 1 7 14
59 24 18 14
60 22 32 3
61 12 5 14
62 23 7 8
63 1 5 29
64 2 24 6
65 33 18 6
66 31 2 27
67 12 5 16
68 3 30 24
69 22 17 31
70 18 25 11
71 9 12 6
72 32 30 16
73 18 27 8
74 7 35 3
75 23 8 14
76 20 12 24
77 10 33 34
78 2 25 6
79 32 16 30
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
