80
100 100 100
0 34 15 46
1 60 74 80
2 51 12 39
3 76 91 11
4 97 1 63
5 64 14 67
6 62 91 39
7 15 100 81
8 29 49 71
9 22 54 58
10 20 63 69
11 85 6 90
12 19 98 5
13 45 89 59
14 84 45 12
15 56 42 21
16 13 19 58
17 55 95 86
18 26 65 99
19 74 35 51
20 21 27 67
21 67 98 10
22 63 28 7
23 59 38 94
24 17 37 24
25 18 6 15
26 91 4 80
27 61 38 20
28 84 13 76
29 48 63 5
30 40 36 36
31 71 9 43
32 35 14 55
33 56 47 87
34 65 10 52
35 60 82 24
36 10 11 47
37 56 59 39
38 19 6 62
39 34 6 73
40 58 97 85
41 8 50 81
42 44 96 15
43 6 3 65
44 76 79 80
45 24 30 93
46 12 71 38
47 51 83 22
48 85 32 67
49 55 97 13
50 95 73 12
51 82 65 53
52 49 43 7
53 14 90 16
54 50 20 78
55 83 7 30
56 27 64 66
57 44 14 32
58 64 3 39
59 62 77 77
60 66 44 39
61 60 31 54
62 35 35 92
63 96 46 5
64 45 63 46
65 80 95 60
66 22 98 89
67 46 2 10
68 35 14 77
69 35 35 97
70 62 64 46
71 12 2 44
72 60 19 61
73 96 65 80
74 35 65 50
75 31 71 51
76 89 8 6
77 2 10 53
78 65 16 77
79 6 99 50
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
